name,company,year,Price,kms_driven,fuel_type
toyota corolla altis,toyota,2009,240000,35000,Petrol
honda city 1.5,honda,2005,90000,50000,Petrol
hyundai elite i20,hyundai,2014,415000,32000,Petrol
skoda fabia 1.2l,skoda,2011,155000,45863,Diesel
bmw 3 series,bmw,2011,600000,60500,Petrol
maruti suzuki a,maruti,2011,189500,12500,Petrol
toyota etios gd,toyota,2013,350000,60000,Diesel
ford figo diesel,ford,2012,210000,35000,Diesel
maruti suzuki swift,maruti,2014,390000,35000,Petrol
chevrolet beat lt,chevrolet,2012,135000,45000,Diesel
bmw 7 series,bmw,2009,1600000,35000,Petrol
mahindra xuv500 w8,mahindra,2013,701000,38000,Diesel
hyundai i10 magna,hyundai,2014,265000,18000,Petrol
hyundai verna fluidic,hyundai,2015,525000,35000,Diesel
maruti suzuki swift,maruti,2013,372000,13349,Petrol
maruti suzuki ertiga,maruti,2016,635000,29000,Petrol
ford ecosport titanium,ford,2014,550000,44000,Diesel
maruti suzuki ertiga,maruti,2016,575000,29000,Petrol
maruti suzuki ertiga,maruti,2013,485000,42000,Diesel
maruti suzuki alto,maruti,2012,155000,14000,Petrol
hyundai grand i10,hyundai,2014,345000,49000,Diesel
honda amaze 1.2,honda,2014,325000,42000,Petrol
hyundai i20 asta,hyundai,2012,329500,36200,Diesel
ford figo diesel,ford,2014,195000,50000,Diesel
maruti suzuki eeco,maruti,2015,251111,55000,Petrol
maruti suzuki ertiga,maruti,2014,569999,45000,Petrol
maruti suzuki esteem,maruti,2007,69999,51000,Petrol
maruti suzuki ritz,maruti,2014,299999,19000,Petrol
maruti suzuki dzire,maruti,2009,220000,46000,Petrol
maruti suzuki ritz,maruti,2013,399999,33000,Diesel
maruti suzuki swift,maruti,2013,372000,13349,Petrol
maruti suzuki dzire,maruti,2015,450000,104000,Diesel
toyota etios liva,toyota,2014,270000,55000,Petrol
hyundai i20 sportz,hyundai,2011,350000,33333,Diesel
chevrolet spark,chevrolet,2012,158400,33600,Petrol
maruti suzuki alto,maruti,2017,350000,5600,Petrol
nissan micra xv,nissan,2011,179000,41000,Petrol
maruti suzuki swift,maruti,2007,125000,70000,Petrol
maruti suzuki alto,maruti,2018,200000,7500,Petrol
honda amaze 1.5,honda,2013,299000,45000,Diesel
maruti suzuki alto,maruti,2015,220000,38000,Petrol
chevrolet beat,chevrolet,2015,150000,30000,Petrol
honda city 1.5,honda,2010,285000,35000,Petrol
ford ecosport trend,ford,2016,830000,24330,Diesel
hyundai i20 asta,hyundai,2009,210000,65480,Petrol
maruti suzuki swift,maruti,2013,340000,41000,Petrol
tata indica v2,tata,2006,90000,20000,Petrol
hindustan motors ambassador,hindustan,2000,70000,200000,Diesel
toyota corolla altis,toyota,2010,289999,70000,Petrol
toyota corolla altis,toyota,2012,349999,59000,Petrol
toyota innova 2.5,toyota,2012,849999,99000,Diesel
volkswagen jetta highline,volkswagen,2014,749999,46000,Diesel
volkswagen polo comfortline,volkswagen,2015,399999,2800,Petrol
volkswagen polo,volkswagen,2014,274999,32000,Petrol
mahindra scorpio,mahindra,2015,984999,22000,Diesel
renault duster,renault,2014,449999,50000,Diesel
honda amaze,honda,2015,344999,22000,Petrol
nissan sunny,nissan,2012,224999,45000,Petrol
hyundai elite i20,hyundai,2018,599999,21000,Petrol
renault kwid,renault,2016,244999,11000,Petrol
renault duster,renault,2013,399999,41000,Diesel
ford ecosport,ford,2017,489999,39000,Petrol
renault duster,renault,2014,474999,50000,Diesel
mahindra scorpio vlx,mahindra,2011,499999,66000,Diesel
maruti suzuki alto,maruti,2018,310000,3000,Petrol
chevrolet spark lt,chevrolet,2010,85000,45000,Petrol
datsun redi go,datsun,2016,245000,7000,Petrol
maruti suzuki swift,maruti,2010,189500,38500,Diesel
fiat punto emotion,fiat,2012,169500,37200,Diesel
maruti suzuki swift,maruti,2010,159500,43200,Diesel
toyota etios gd,toyota,2013,275000,24800,Petrol
hyundai i20 sportz,hyundai,2014,370000,60000,Diesel
hyundai i10 sportz,hyundai,2010,168000,45872,Petrol
chevrolet beat lt,chevrolet,2011,150000,40000,Diesel
chevrolet beat ls,chevrolet,2011,145000,45000,Diesel
chevrolet beat lt,chevrolet,2012,98500,38000,Diesel
mahindra scorpio vlx,mahindra,2014,699000,50000,Diesel
tata indigo cs,tata,2011,85000,11400,Diesel
toyota corolla altis,toyota,2015,575000,42000,Petrol
honda city 1.5,honda,2014,549000,39000,Petrol
maruti suzuki swift,maruti,2011,209000,47000,Diesel
hyundai eon era,hyundai,2013,185000,27000,Petrol
mahindra scorpio s10,mahindra,2015,900000,97200,Diesel
mahindra xuv500,mahindra,2014,699999,52000,Diesel
honda brio,honda,2012,224999,30000,Petrol
ford fiesta,ford,2011,274999,55000,Diesel
honda amaze,honda,2013,284999,46000,Diesel
honda city,honda,2015,599999,30000,Diesel
maruti suzuki wagon,maruti,2012,199999,44000,Petrol
honda city,honda,2014,544999,45000,Diesel
hyundai i20,hyundai,2009,199000,31000,Petrol
tata indigo ecs,tata,2016,320000,175430,Diesel
hyundai fluidic verna,hyundai,2015,540000,38000,Diesel
mahindra quanto c8,mahindra,2013,340000,37000,Diesel
fiat petra elx,fiat,2008,75000,65000,Petrol
skoda fabia 1.2l,skoda,2011,159500,38200,Diesel
mini cooper s,mini,2013,1891111,13000,Petrol
hyundai santro xing,hyundai,2005,49000,7500,Petrol
maruti suzuki ciaz,maruti,2016,700000,3350,Petrol
maruti suzuki zen,maruti,2000,55000,60000,Petrol
honda city,honda,2015,448999,54000,Petrol
hyundai creta 1.6,hyundai,2017,895000,32000,Petrol
mahindra scorpio slx,mahindra,2007,355000,75000,Diesel
mahindra scorpio sle,mahindra,2012,565000,62000,Diesel
toyota innova 2.5,toyota,2006,365000,73000,Diesel
maruti suzuki alto,maruti,2011,145000,41000,Petrol
maruti suzuki wagon,maruti,2011,210000,35000,Petrol
tata nano cx,tata,2013,40000,2200,Petrol
maruti suzuki alto,maruti,2013,125000,39000,Petrol
maruti suzuki wagon,maruti,2009,135000,45000,Petrol
maruti suzuki swift,maruti,2006,135000,45000,Petrol
tata sumo victa,tata,2012,285000,65000,Diesel
maruti suzuki wagon,maruti,2010,145000,54870,Petrol
maruti suzuki alto,maruti,2010,135000,34580,Petrol
volkswagen passat diesel,volkswagen,2009,450000,97000,Diesel
renault scala rxl,renault,2015,375000,25000,Diesel
mahindra quanto c8,mahindra,2013,375000,20000,Diesel
hyundai grand i10,hyundai,2014,365000,20000,Petrol
hyundai i20 active,hyundai,2015,500000,18000,Petrol
mahindra xylo e4,mahindra,2012,400000,35000,Diesel
mahindra jeep mm,mahindra,2019,390000,60,Diesel
renault duster 110ps,renault,2012,501000,35000,Diesel
mahindra bolero sle,mahindra,2013,330000,80200,Diesel
force motors force,force,2015,580000,3200,Diesel
maruti suzuki sx4,maruti,2012,265000,46000,Diesel
mahindra jeep cl550,mahindra,2019,379000,0,Diesel
maruti suzuki alto,maruti,2015,219000,5000,Petrol
mahindra jeep cl550,mahindra,2018,385000,588,Diesel
toyota etios,toyota,2011,275000,36000,Diesel
volkswagen polo,volkswagen,2015,330000,38000,Diesel
honda city zx,honda,2008,110000,45000,Petrol
maruti suzuki wagon,maruti,2006,80000,71200,Petrol
honda city vx,honda,2016,519000,52000,Diesel
mahindra thar crde,mahindra,2016,730000,29000,Diesel
mitsubishi pajero sport,mitsubishi,2015,1475000,47000,Diesel
audi a4 1.8,audi,2009,699000,47000,Petrol
mercedes benz gla,mercedes,2015,2000000,20000,Diesel
land rover freelander,land,2015,2100000,30000,Diesel
renault kwid rxt,renault,2017,340000,5000,Petrol
tata aria pleasure,tata,2014,390000,35000,Diesel
mercedes benz b,mercedes,2014,1400000,31000,Petrol
datsun go t,datsun,2016,245000,7000,Petrol
tata indigo ecs,tata,2016,320000,175430,Diesel
tata indigo ecs,tata,2016,320000,175400,Diesel
honda jazz vx,honda,2016,450000,41000,Petrol
honda amaze 1.2,honda,2014,311000,33000,Petrol
honda amaze,honda,2013,284999,46000,Diesel
honda city,honda,2012,399999,45000,Petrol
honda city,honda,2015,599999,39000,Diesel
honda amaze,honda,2015,344999,22000,Petrol
audi a4 1.8,audi,2009,699000,47000,Petrol
force motors force,force,2015,580000,3200,Diesel
mahindra scorpio s4,mahindra,2015,855000,30000,Diesel
hyundai i20 active,hyundai,2015,535000,37000,Diesel
mini cooper s,mini,2013,1891111,13000,Petrol
maruti suzuki ciaz,maruti,2017,699000,14000,Petrol
chevrolet tavera neo,chevrolet,2013,375000,55000,Diesel
honda amaze,honda,2013,284999,46000,Diesel
hyundai eon sportz,hyundai,2012,178000,30000,Petrol
tata sumo gold,tata,2013,300000,50000,Diesel
maruti suzuki wagon,maruti,2003,90000,45000,Petrol
maruti suzuki esteem,maruti,2006,95000,45000,Petrol
maruti suzuki eeco,maruti,2015,255000,9300,Petrol
chevrolet enjoy 1.4,chevrolet,2013,245000,55000,Diesel
hyundai i20 asta,hyundai,2012,329500,36200,Diesel
ford figo diesel,ford,2014,195000,50000,Diesel
maruti suzuki eeco,maruti,2015,251111,55000,Petrol
maruti suzuki ertiga,maruti,2014,569999,45000,Petrol
maruti suzuki esteem,maruti,2007,69999,51000,Petrol
maruti suzuki ritz,maruti,2014,299999,19000,Petrol
maruti suzuki dzire,maruti,2009,220000,46000,Petrol
maruti suzuki ritz,maruti,2013,399999,33000,Diesel
maruti suzuki sx4,maruti,2010,249999,36000,Petrol
maruti suzuki wagon,maruti,2015,289999,22000,Petrol
mini cooper s,mini,2013,1891111,13500,Petrol
nissan terrano xl,nissan,2015,499999,60000,Diesel
renault duster 85,renault,2013,489999,27000,Diesel
renault duster 85,renault,2014,489999,59000,Diesel
renault duster 85,renault,2015,549999,19000,Diesel
maruti suzuki dzire,maruti,2013,380000,30000,Petrol
renault kwid rxt,renault,2018,325000,15000,Petrol
maruti suzuki maruti,maruti,2003,57000,56758,Petrol
renault kwid 1.0,renault,2018,349999,10000,Petrol
renault lodgy 85,renault,2018,689999,20000,Diesel
renault scala rxl,renault,2014,349999,49000,Diesel
hyundai grand i10,hyundai,2014,410000,41000,Petrol
maruti suzuki swift,maruti,2011,225000,45000,Petrol
chevrolet beat ls,chevrolet,2010,120000,43000,Petrol
tata indigo ecs,tata,2016,320000,175430,Diesel
hyundai santro xing,hyundai,2000,59000,56450,Petrol
hyundai fluidic verna,hyundai,2015,540000,38000,Diesel
chevrolet beat ls,chevrolet,2010,80000,56000,Petrol
mahindra quanto c8,mahindra,2013,340000,37000,Diesel
fiat petra elx,fiat,2008,75000,65000,Petrol
chevrolet beat ls,chevrolet,2015,220000,32700,Petrol
skoda fabia 1.2l,skoda,2011,159500,38200,Diesel
ford ecosport titanium,ford,2016,599000,30000,Diesel
hyundai accent glx,hyundai,2006,80000,56000,Petrol
mahindra tuv300 t4,mahindra,2016,675000,9000,Diesel
mini cooper s,mini,2013,1891111,13000,Petrol
mini cooper s,mini,2013,1891111,13000,Petrol
tata indica v2,tata,2008,150000,11000,Petrol
mini cooper s,mini,2013,1891111,13000,Petrol
tata indigo cs,tata,2009,72500,46000,Diesel
maruti suzuki swift,maruti,2019,610000,73,Petrol
mahindra scorpio vlx,mahindra,2004,230000,160000,Diesel
honda accord,honda,2009,175000,58559,Petrol
mahindra scorpio s4,mahindra,2015,855000,30000,Diesel
chevrolet tavera neo,chevrolet,2013,375000,55000,Diesel
ford ecosport titanium,ford,2014,520000,57000,Diesel
maruti suzuki ertiga,maruti,2015,524999,50000,Diesel
honda amaze,honda,2014,299999,37000,Petrol
maruti suzuki dzire,maruti,2012,299999,40000,Petrol
honda city,honda,2011,284999,55000,Petrol
mahindra scorpio 2.6,mahindra,2007,220000,170000,Diesel
maruti suzuki dzire,maruti,2014,424999,55000,Diesel
honda city,honda,2015,644999,39000,Petrol
honda mobilio,honda,2014,399999,44000,Petrol
toyota corolla altis,toyota,2009,199999,65000,Petrol
honda city,honda,2014,584999,39000,Petrol
skoda laura,skoda,2012,349999,44000,Diesel
renault duster,renault,2015,449999,49000,Diesel
maruti suzuki ertiga,maruti,2018,799999,9000,Diesel
maruti suzuki dzire,maruti,2015,444999,45000,Diesel
mahindra xuv500,mahindra,2014,649999,47000,Diesel
hyundai verna fluidic,hyundai,2012,444999,40000,Diesel
maruti suzuki vitara,maruti,2016,689999,29000,Diesel
maruti suzuki wagon,maruti,2016,344999,15000,Petrol
mahindra scorpio,mahindra,2015,944999,45000,Diesel
honda amaze,honda,2014,274999,35000,Petrol
mahindra xuv500,mahindra,2013,689999,80000,Diesel
mahindra scorpio,mahindra,2013,574999,68000,Diesel
skoda laura,skoda,2013,374999,50000,Diesel
volkswagen polo,volkswagen,2010,199999,60000,Diesel
hyundai elite i20,hyundai,2016,549999,9000,Petrol
tata manza aura,tata,2012,130000,72000,Diesel
chevrolet sail uva,chevrolet,2013,210000,60000,Petrol
renault duster 110,renault,2012,501000,38000,Diesel
hyundai verna fluidic,hyundai,2013,401000,45000,Diesel
audi a4 2.0,audi,2012,1350000,40000,Diesel
hyundai elantra sx,hyundai,2013,600000,20000,Petrol
mahindra scorpio vlx,mahindra,2013,610000,35000,Diesel
mahindra kuv100 k8,mahindra,2016,400000,20000,Diesel
renault scala rxl,renault,2015,375000,25000,Diesel
mahindra quanto c8,mahindra,2013,375000,20000,Diesel
hyundai grand i10,hyundai,2014,365000,20000,Petrol
hyundai i20 active,hyundai,2015,500000,18000,Petrol
mahindra xylo e4,mahindra,2012,400000,35000,Diesel
hyundai grand i10,hyundai,2017,524999,6821,Petrol
hyundai i20,hyundai,2014,449999,23000,Petrol
hyundai eon,hyundai,2014,174999,14000,Petrol
hyundai i10,hyundai,2012,244999,38000,Petrol
hyundai i20 active,hyundai,2015,574999,35000,Diesel
datsun redi go,datsun,2017,244999,22000,Petrol
toyota etios liva,toyota,2011,239999,41000,Petrol
hyundai accent,hyundai,2010,99999,45000,Petrol
hyundai verna,hyundai,2014,489999,44000,Diesel
maruti suzuki swift,maruti,2013,324999,45000,Diesel
toyota fortuner,toyota,2011,1074999,52000,Diesel
hyundai i10 sportz,hyundai,2012,230000,34000,Petrol
mahindra bolero power,mahindra,2018,699000,1800,Diesel
mahindra xuv500,mahindra,2015,1000000,15000,Diesel
honda city 1.5,honda,2010,240000,400000,Petrol
chevrolet spark lt,chevrolet,2009,110000,44000,Petrol
mahindra jeep mm,mahindra,2019,390000,60,Diesel
renault duster 110ps,renault,2012,501000,35000,Diesel
mahindra xuv500,mahindra,2016,1130000,72000,Diesel
tata indigo ecs,tata,2014,250000,40000,Diesel
mahindra bolero sle,mahindra,2013,330000,80200,Diesel
force motors force,force,2015,580000,3200,Diesel
skoda rapid elegance,skoda,2013,340000,48000,Diesel
tata vista quadrajet,tata,2011,120000,90000,Diesel
maruti suzuki alto,maruti,2015,265000,12000,Petrol
maruti suzuki sx4,maruti,2012,265000,46000,Diesel
maruti suzuki zen,maruti,2003,85000,69900,Petrol
mahindra jeep cl550,mahindra,2019,379000,0,Diesel
hyundai i10 magna,hyundai,2011,175000,45000,Petrol
maruti suzuki alto,maruti,2015,219000,5000,Petrol
maruti suzuki swift,maruti,2016,350000,166000,Diesel
honda city zx,honda,2008,149000,42000,Petrol
mahindra jeep cl550,mahindra,2018,385000,588,Diesel
mahindra jeep mm,mahindra,2006,425000,122,Diesel
chevrolet beat diesel,chevrolet,2017,150000,62000,Diesel
honda city 1.5,honda,2010,225000,70000,Petrol
hyundai verna 1.4,hyundai,2014,375000,36000,Petrol
toyota innova 2.5,toyota,2012,770000,0,Diesel
maruti suzuki maruti,maruti,1995,30000,55000,Petrol
toyota etios,toyota,2011,275000,36000,Diesel
volkswagen polo,volkswagen,2015,330000,38000,Diesel
maruti suzuki swift,maruti,2014,335000,55000,Diesel
hyundai elite i20,hyundai,2015,450000,20000,Diesel
maruti suzuki swift,maruti,2012,225000,40000,Petrol
maruti suzuki versa,maruti,2004,80000,50000,Petrol
tata indigo lx,tata,2016,130000,104000,Diesel
volkswagen vento konekt,volkswagen,2011,245000,65000,Diesel
mercedes benz c,mercedes,2002,399000,41000,Petrol
maruti suzuki ertiga,maruti,2013,450000,90000,Diesel
honda city,honda,2000,65000,80000,Petrol
hyundai santro xing,hyundai,2006,75000,46000,Petrol
maruti suzuki omni,maruti,2001,70000,70000,Petrol
hyundai sonata transform,hyundai,2017,190000,36469,Diesel
hyundai elite i20,hyundai,2018,600000,7800,Petrol
volkswagen vento konekt,volkswagen,2011,245000,65000,Diesel
maruti suzuki alto,maruti,2017,240000,60000,Petrol
maruti suzuki alto,maruti,2011,155000,32000,Petrol
honda jazz s,honda,2009,169999,24695,Petrol
hyundai grand i10,hyundai,2017,450000,15141,Petrol
maruti suzuki zen,maruti,2001,40000,40000,Petrol
mahindra scorpio w,mahindra,2012,165000,65000,Diesel
maruti suzuki alto,maruti,2014,270000,22000,Petrol
hyundai grand i10,hyundai,2016,280000,59910,Diesel
mahindra xuv500 w8,mahindra,2012,560000,100000,Diesel
hyundai creta 1.6,hyundai,2016,950000,25000,Petrol
hyundai i20 magna,hyundai,2013,310000,35000,Petrol
renault duster 85,renault,2015,715000,65000,Diesel
hyundai grand i10,hyundai,2014,340000,35000,Petrol
honda brio v,honda,2012,235000,33000,Petrol
mahindra tuv300 t4,mahindra,2017,610000,68000,Diesel
chevrolet spark ls,chevrolet,2010,95000,23000,Petrol
mahindra tuv300 t8,mahindra,2018,1000000,4500,Diesel
maruti suzuki swift,maruti,2015,220000,129000,Diesel
nissan x trail,nissan,2019,1200000,300,Diesel
maruti suzuki alto,maruti,2015,230000,5000,Petrol
ford ikon 1.3,ford,2001,45000,65000,Petrol
toyota fortuner 3.0,toyota,2010,940000,131000,Diesel
tata manza elan,tata,2010,155555,111111,Petrol
mercedes benz a,mercedes,2013,1500000,14000,Petrol
chevrolet beat ls,chevrolet,2016,210000,22000,Diesel
ford ecosport trend,ford,2013,495000,38000,Diesel
tata indigo ls,tata,2016,125000,70000,Diesel
hyundai i20 magna,hyundai,2010,195000,36000,Petrol
volkswagen vento highline,volkswagen,2015,550000,34000,Diesel
renault kwid rxt,renault,2015,270000,43000,Petrol
ford ecosport titanium,ford,2014,500000,40000,Diesel
honda amaze 1.5,honda,2016,240000,160000,Diesel
hyundai verna 1.6,hyundai,2017,800000,12000,Petrol
bmw 5 series,bmw,2011,1299000,49000,Diesel
skoda superb 1.8,skoda,2011,530000,68000,Petrol
audi q3 2.0,audi,2013,1499000,37000,Diesel
mahindra bolero di,mahindra,2012,220000,59466,Diesel
mahindra scorpio s10,mahindra,2015,900000,97200,Diesel
ford figo duratorq,ford,2012,250000,99000,Diesel
maruti suzuki wagon,maruti,2018,395000,25500,Petrol
mahindra logan diesel,mahindra,2009,130000,66000,Petrol
tata nano genx,tata,2010,32000,44005,Petrol
mahindra tuv300 t4,mahindra,2016,540000,35000,Diesel
mahindra tuv300 t4,mahindra,2016,540000,35000,Diesel
hyundai elite i20,hyundai,2015,405000,28000,Petrol
hyundai elite i20,hyundai,2015,400000,30000,Petrol
honda city sv,honda,2017,760000,4000,Petrol
maruti suzuki baleno,maruti,2016,500000,28000,Petrol
ford figo petrol,ford,2011,175000,75000,Petrol
mahindra scorpio s10,mahindra,2015,900000,97200,Diesel
honda city,honda,2017,750000,3000,Petrol
hyundai elite i20,hyundai,2015,419000,20000,Petrol
maruti suzuki versa,maruti,2004,90000,50000,Petrol
hyundai eon era,hyundai,2018,140000,2110,Petrol
mitsubishi pajero sport,mitsubishi,2015,1540000,43222,Petrol
hyundai i10 magna,hyundai,2008,275000,100200,Petrol
toyota corolla h2,toyota,2003,150000,100000,Petrol
maruti suzuki swift,maruti,2011,230000,65,Petrol
tata indigo cs,tata,2015,123000,100000,Diesel
mahindra scorpio s10,mahindra,2015,900000,97200,Diesel
mahindra scorpio s10,mahindra,2015,900000,97200,Diesel
hyundai xcent base,hyundai,2016,300000,140000,Diesel
honda city,honda,2015,499999,55000,Petrol
hyundai accent executive,hyundai,2009,165000,48000,Petrol
maruti suzuki baleno,maruti,2016,498000,22000,Petrol
tata zest xe,tata,2018,480000,103553,Diesel
maruti suzuki dzire,maruti,2017,488000,80000,Diesel
tata sumo gold,tata,2014,250000,99000,Diesel
toyota corolla altis,toyota,2010,220000,58000,Petrol
maruti suzuki eeco,maruti,2013,290000,70000,LPG
toyota fortuner 3.0,toyota,2015,1525000,120000,Diesel
mahindra xuv500 w6,mahindra,2013,548900,49800,Diesel
tata tigor revotron,tata,2019,650000,100,Diesel
maruti suzuki 800,maruti,2001,55000,81876,Petrol
maruti suzuki ertiga,maruti,2015,550000,75000,Petrol
maruti suzuki versa,maruti,2004,90000,50000,Petrol
honda mobilio s,honda,2014,399000,44000,Diesel
maruti suzuki ertiga,maruti,2016,730000,55000,Diesel
maruti suzuki vitara,maruti,2017,725000,36000,Diesel
hyundai verna 1.6,hyundai,2016,195000,56000,Diesel
maruti suzuki swift,maruti,2007,130000,62000,Petrol
toyota fortuner 3.0,toyota,2015,1525000,120000,Diesel
maruti suzuki omni,maruti,2014,190000,6020,Petrol
honda amaze,honda,2013,250000,55700,Diesel
tata indica,tata,2005,80000,42000,Petrol
hyundai santro xing,hyundai,2003,120000,50000,Petrol
maruti suzuki zen,maruti,2010,149000,35000,Petrol
maruti suzuki wagon,maruti,2014,250000,18500,Petrol
maruti suzuki wagon,maruti,2007,120000,7000,Petrol
honda brio vx,honda,2017,450000,11000,Petrol
maruti suzuki zen,maruti,2003,99999,53000,Petrol
